bins,mean,std,ci_low,ci_high,n_pre,n_post,n_adp,n_same_region,n_syn,n_pre_post_pairs,n_synapses,n_pre_adp_pairs,n_pre_same_region_pairs,dend_len,n_pairs,proj_hva,quantity_name,variable_name
"(31.372, 41.829]",-0.005567977989301178,0.0015324908542566013,-0.008386384005745044,-0.002319453974626086,28.0,0.0,10.0,21.0,0.0,0.0,0.0,34.0,111.0,1.1042089,145.0,HVA->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-31.372, -20.914]",-0.0005571863641395021,0.0005027961895683239,-0.0014628522606611322,0.0005171135001295353,12.0,0.0,77.0,385.0,0.0,0.0,0.0,78.0,498.0,1.9372988700000002,576.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-20.914, -10.457]",0.001030704889498497,0.00011318104694863104,0.0008228350688227598,0.0012559744082054035,29.0,0.0,1000.0,2217.0,0.0,0.0,0.0,2691.0,12426.0,71.1654821126,15117.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-10.457, 0.0]",0.0005100597985771078,7.62920207012287e-05,0.0003699483518623038,0.0006640177321040518,29.0,0.0,1722.0,2675.0,0.0,0.0,0.0,5238.0,24873.0,135.2255268209,30111.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(0.0, 10.457]",-0.0005203557120522598,6.96414052692324e-05,-0.0006554598385106962,-0.0003836463630380432,29.0,0.0,1640.0,2655.0,0.0,0.0,0.0,4299.0,23445.0,101.1365533936,27744.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(10.457, 20.914]",-0.001122388892624007,8.09672019573545e-05,-0.001287337263528407,-0.0009613801032499188,29.0,0.0,614.0,1542.0,0.0,0.0,0.0,1553.0,11374.0,32.422356547,12927.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(20.914, 31.372]",-0.0006992268175456028,0.00022526816346023394,-0.001129294139619375,-0.00027411843265825244,28.0,0.0,114.0,301.0,0.0,0.0,0.0,261.0,1961.0,6.149236597,2222.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(31.372, 41.829]",-0.0013044983620845397,0.001215908919122647,-0.0032617407338284233,0.001549339804856927,11.0,0.0,5.0,18.0,0.0,0.0,0.0,6.0,56.0,0.15371439999999997,62.0,V1->HVA,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-31.372, -20.914]",0.002133540213212126,0.00046020100218778054,0.0012817039055348165,0.0030535867048613026,28.0,0.0,109.0,507.0,0.0,0.0,0.0,124.0,792.0,3.375156941,916.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-20.914, -10.457]",0.00045401554674955594,3.9824565798031084e-05,0.0003797718110640252,0.0005320461995494743,92.0,0.0,2719.0,6964.0,0.0,0.0,0.0,4157.0,49102.0,95.7238260585,53259.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(-10.457, 0.0]",3.890388571032245e-05,1.2850904322928005e-05,1.3996452403565621e-05,6.260289628013233e-05,92.0,0.0,5323.0,7299.0,0.0,0.0,0.0,22428.0,283304.0,450.2445197833,305732.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(0.0, 10.457]",-0.00012187241384755882,1.3370075824104391e-05,-0.00014857815980727162,-9.530807360031443e-05,92.0,0.0,4653.0,7184.0,0.0,0.0,0.0,16211.0,223764.0,302.825306188,239975.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(10.457, 20.914]",-0.00011678763692149573,2.4069644385574935e-05,-0.0001648289197901228,-7.109658809317209e-05,92.0,0.0,1332.0,3071.0,0.0,0.0,0.0,4474.0,57493.0,81.2519487309,61967.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(20.914, 31.372]",-0.00011226030014944535,7.187337053535305e-05,-0.00024869229734819756,3.733834455830607e-05,92.0,0.0,201.0,431.0,0.0,0.0,0.0,596.0,7608.0,10.623267638,8204.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
"(31.372, 41.829]",-0.0007196755642029868,0.00016455656903489554,-0.0010151169067272917,-0.0003886901673757636,62.0,0.0,13.0,41.0,0.0,0.0,0.0,36.0,679.0,0.58582614,715.0,HVA->V1,LD_DENSITY_CONTROL,READOUT_LOCATION_DISTANCE_STA
